year,plot,grain,strip,seriesDate
1894,6T,2.85,6,01-01-1894
1894,7B,3.43,7,01-01-1894
1894,7T,3.55,7,01-01-1894
1894,8B,3.57,8,01-01-1894
1894,8T,3.52,8,01-01-1894
1894,9a,3.12,9,01-01-1894
1894,9b,2.96,9,01-01-1894
1895,10a,0.64,10,01-01-1895
1895,10b,0.77,10,01-01-1895
1895,11,1.09,11,01-01-1895
1895,12,1.63,12,01-01-1895
1895,13,2.07,13,01-01-1895
1895,14,1.54,14,01-01-1895
1895,15B,1.79,15,01-01-1895
1895,15T,1.83,15,01-01-1895
1895,16B,2.23,16,01-01-1895
1895,16T,2.51,16,01-01-1895
1895,17,0.9,17,01-01-1895
1895,18,2.07,18,01-01-1895
1895,19,1.62,19,01-01-1895
1895,2a,2.8,2,01-01-1895
1895,2b,3.17,2,01-01-1895
1895,3,0.74,3,01-01-1895
1895,4,0.83,4,01-01-1895
1895,5B,1.1,5,01-01-1895
1895,5T,1.13,5,01-01-1895
1895,6B,1.47,6,01-01-1895
1895,6T,1.64,6,01-01-1895
1895,7B,2.06,7,01-01-1895
1895,7T,2.55,7,01-01-1895
1895,8B,2.79,8,01-01-1895
1895,8T,3.04,8,01-01-1895
1895,9a,1.97,9,01-01-1895
1895,9b,1.64,9,01-01-1895
1896,10a,1.61,10,01-01-1896
1896,10b,1.69,10,01-01-1896
1896,11,1.78,11,01-01-1896
1896,12,2.52,12,01-01-1896
1896,13,2.48,13,01-01-1896
1896,14,2.18,14,01-01-1896
1896,15B,2.08,15,01-01-1896
1896,15T,2.39,15,01-01-1896
1896,16B,2.74,16,01-01-1896
1896,16T,2.84,16,01-01-1896
1896,17,2.63,17,01-01-1896
1896,18,1.23,18,01-01-1896
1896,19,2.6,19,01-01-1896
1896,2a,2.97,2,01-01-1896
1896,2b,3.26,2,01-01-1896
1896,3,1.22,3,01-01-1896
1896,4,1.17,4,01-01-1896
1896,5B,1.42,5,01-01-1896
1896,5T,1.48,5,01-01-1896
1896,6B,2.08,6,01-01-1896
1896,6T,2.22,6,01-01-1896
1896,7B,2.56,7,01-01-1896
1896,7T,2.96,7,01-01-1896
1896,8B,3.21,8,01-01-1896
1896,8T,3.46,8,01-01-1896
1896,9a,2.34,9,01-01-1896
1896,9b,2.43,9,01-01-1896
1897,10a,1.28,10,01-01-1897
1897,10b,1.21,10,01-01-1897
1897,11,1.17,11,01-01-1897
1897,12,1.58,12,01-01-1897
1897,13,2,13,01-01-1897
1897,14,1.41,14,01-01-1897
1897,15B,1.36,15,01-01-1897
1897,15T,1.61,15,01-01-1897
1897,16B,1.86,16,01-01-1897
1897,16T,2.16,16,01-01-1897
1897,17,0.82,17,01-01-1897
1897,18,2.24,18,01-01-1897
1897,19,1.64,19,01-01-1897
1897,2a,2.32,2,01-01-1897
1897,2b,2.73,2,01-01-1897
1897,3,0.66,3,01-01-1897
1897,4,0.72,4,01-01-1897
1897,5B,0.94,5,01-01-1897
1897,5T,0.92,5,01-01-1897
1897,6B,1.41,6,01-01-1897
1897,6T,1.45,6,01-01-1897
1897,7B,1.91,7,01-01-1897
1897,7T,2.27,7,01-01-1897
1897,8B,2.56,8,01-01-1897
1897,8T,2.9,8,01-01-1897
1897,9a,1.84,9,01-01-1897
1897,9b,1.71,9,01-01-1897
1898,10a,1.56,10,01-01-1898
1898,10b,1.64,10,01-01-1898
1898,11,1.35,11,01-01-1898
1898,12,1.9,12,01-01-1898
1898,13,2.01,13,01-01-1898
1898,14,1.78,14,01-01-1898
1898,15B,2.13,15,01-01-1898
1898,15T,2.25,15,01-01-1898
1898,16B,1.75,16,01-01-1898
1898,16T,1.84,16,01-01-1898
1898,17,1.96,17,01-01-1898
1898,18,1.12,18,01-01-1898
1898,19,2.2,19,01-01-1898
1898,2a,2.58,2,01-01-1898
1898,2b,3.03,2,01-01-1898
1898,3,0.92,3,01-01-1898
1898,4,0.93,4,01-01-1898
1898,5B,0.93,5,01-01-1898
1898,5T,1.13,5,01-01-1898
1898,6B,1.5,6,01-01-1898
1898,6T,1.6,6,01-01-1898
1898,7B,2.08,7,01-01-1898
1898,7T,2.28,7,01-01-1898
1898,8B,2.09,8,01-01-1898
1898,8T,2.47,8,01-01-1898
1898,9a,1.93,9,01-01-1898
1898,9b,1.86,9,01-01-1898
1899,10,1.66,10,01-01-1899
1899,11,1.53,11,01-01-1899
1899,12,2.04,12,01-01-1899
1899,13,1.87,13,01-01-1899
1899,14,1.99,14,01-01-1899
1899,15B,1.75,15,01-01-1899
1899,15T,2.03,15,01-01-1899
1899,16B,2.61,16,01-01-1899
1899,16T,2.71,16,01-01-1899
1899,17,0.98,17,01-01-1899
1899,18,1.89,18,01-01-1899
1899,19,2.02,19,01-01-1899
1899,2a,2.45,2,01-01-1899
1899,2b,3.02,2,01-01-1899
1899,3,0.86,3,01-01-1899
1899,5B,0.87,5,01-01-1899
1899,5T,1.01,5,01-01-1899
1899,6B,1.23,6,01-01-1899
1899,6T,1.45,6,01-01-1899
1899,7B,2.08,7,01-01-1899
1899,7T,2.37,7,01-01-1899
1899,8B,2.7,8,01-01-1899
1899,8T,2.87,8,01-01-1899
1899,9,1.86,9,01-01-1899
1900,10,1.37,10,01/01/1900
1900,11,1.26,11,01/01/1900
1900,12,1.72,12,01/01/1900
1900,13,2,13,01/01/1900
1900,14,1.59,14,01/01/1900
1900,15B,1.35,15,01/01/1900
1900,15T,1.52,15,01/01/1900
1900,16B,2.32,16,01/01/1900
1900,16T,2.62,16,01/01/1900
1900,17,2.05,17,01/01/1900
1900,18,0.84,18,01/01/1900
1900,19,1.67,19,01/01/1900
1900,2a,2.04,2,01/01/1900
1900,2b,2.36,2,01/01/1900
1900,3,0.86,3,01/01/1900
1900,5B,0.89,5,01/01/1900
1900,5T,0.96,5,01/01/1900
1900,6B,1.28,6,01/01/1900
1900,6T,1.46,6,01/01/1900
1900,7B,1.91,7,01/01/1900
1900,7T,2.27,7,01/01/1900
1900,8B,3.02,8,01/01/1900
1900,8T,3.15,8,01/01/1900
1900,9,1.66,9,01/01/1900
1901,10B,1.35,10,01/01/1901
1901,10TM,1.23,10,01/01/1901
1901,10TT,1.58,10,01/01/1901
1901,11B,1.32,11,01/01/1901
1901,11TM,1.29,11,01/01/1901
1901,11TT,1.54,11,01/01/1901
1901,12B,1.65,12,01/01/1901
1901,12TM,1.72,12,01/01/1901
1901,12TT,2.14,12,01/01/1901
1901,13B,1.98,13,01/01/1901
1901,13TM,1.73,13,01/01/1901
1901,13TT,2.24,13,01/01/1901
1901,14B,1.5,14,01/01/1901
1901,14TM,1.21,14,01/01/1901
1901,14TT,1.69,14,01/01/1901
1901,15B,1.96,15,01/01/1901
1901,15T,2.29,15,01/01/1901
1901,16B,1.82,16,01/01/1901
1901,16T,2.38,16,01/01/1901
1901,17,1.28,17,01/01/1901
1901,18B,1.99,18,01/01/1901
1901,18TM,1.96,18,01/01/1901
1901,18TT,2.14,18,01/01/1901
1901,19,1.99,19,01/01/1901
1901,2a,2.69,2,01/01/1901
1901,2b,2.83,2,01/01/1901
1901,3,0.85,3,01/01/1901
1901,5B,0.98,5,01/01/1901
1901,5T,1.14,5,01/01/1901
1901,6B,1.52,6,01/01/1901
1901,6TM,1.6,6,01/01/1901
1901,6TT,1.71,6,01/01/1901
1901,7B,1.96,7,01/01/1901
1901,7TM,2.01,7,01/01/1901
1901,7TT,2.28,7,01/01/1901
1901,8B,2.91,8,01/01/1901
1901,8TM,2.62,8,01/01/1901
1901,8TT,3.09,8,01/01/1901
1901,9,1.8,9,01/01/1901
1902,10,1.64,10,01/01/1902
1902,11,1.56,11,01/01/1902
1902,12,2.25,12,01/01/1902
1902,13,2.59,13,01/01/1902
1902,14,2.2,14,01/01/1902
1902,15,2.68,15,01/01/1902
1902,16,2.22,16,01/01/1902
1902,17,2.47,17,01/01/1902
1902,18,1.4,18,01/01/1902
1902,19,2.34,19,01/01/1902
1902,2a,2.38,2,01/01/1902
1902,2b,2.76,2,01/01/1902
1902,3,0.9,3,01/01/1902
1902,5,1.07,5,01/01/1902
1902,6,1.75,6,01/01/1902
1902,7,2.53,7,01/01/1902
1902,8,2.94,8,01/01/1902
1902,9,2.25,9,01/01/1902
1903,10,0.91,10,01/01/1903
1903,11,1.05,11,01/01/1903
1903,12,1.18,12,01/01/1903
1903,13,1.86,13,01/01/1903
1903,14,1.16,14,01/01/1903
1903,15,1.43,15,01/01/1903
1903,16,1.86,16,01/01/1903
1903,17,0.41,17,01/01/1903
1903,18,1.77,18,01/01/1903
1903,19,1.26,19,01/01/1903
1903,2a,1.9,2,01/01/1903
1903,2b,2.07,2,01/01/1903
1903,3,0.54,3,01/01/1903
1903,5,0.58,5,01/01/1903
1903,6,1.23,6,01/01/1903
1903,7,1.83,7,01/01/1903
1903,8,2.37,8,01/01/1903
1903,9,1.57,9,01/01/1903
1904,10,0.74,10,01/01/1904
1904,11,0.89,11,01/01/1904
1904,12,1.13,12,01/01/1904
1904,13,1.52,13,01/01/1904
1904,14,1.22,14,01/01/1904
1904,15,1.69,15,01/01/1904
1904,16,1.76,16,01/01/1904
1904,17,1.52,17,01/01/1904
1904,18,0.25,18,01/01/1904
1904,19,1.31,19,01/01/1904
1904,2a,1.58,2,01/01/1904
1904,2b,1.63,2,01/01/1904
1904,3,0.32,3,01/01/1904
1904,5,0.51,5,01/01/1904
1904,6,0.84,6,01/01/1904
1904,7,1.43,7,01/01/1904
1904,8,1.8,8,01/01/1904
1904,9,1.3,9,01/01/1904
1905,10,1.33,10,01/01/1905
1905,11,1.69,11,01/01/1905
1905,12,2.41,12,01/01/1905
1905,13,3.05,13,01/01/1905
1905,14,2.11,14,01/01/1905
1905,15,2.89,15,01/01/1905
1905,16,2.76,16,01/01/1905
1905,17,1.94,17,01/01/1905
1905,18,2.4,18,01/01/1905
1905,19,1.8,19,01/01/1905
1905,2a,2.88,2,01/01/1905
1905,2b,3.02,2,01/01/1905
1905,3,1.4,3,01/01/1905
1905,5,1.84,5,01/01/1905
1905,6,2.47,6,01/01/1905
1905,7,3.15,7,01/01/1905
1905,8,3.19,8,01/01/1905
1905,9,2.8,9,01/01/1905
1906,10,1.78,10,01/01/1906
1906,11a,2.31,11,01/01/1906
1906,11b,1.32,11,01/01/1906
1906,12,2.43,12,01/01/1906
1906,13,3.18,13,01/01/1906
1906,14,2.47,14,01/01/1906
1906,15,3.31,15,01/01/1906
1906,16,3.3,16,01/01/1906
1906,17,3.27,17,01/01/1906
1906,18,2.18,18,01/01/1906
1906,19,2.82,19,01/01/1906
1906,2a,3.12,2,01/01/1906
1906,2b,3.27,2,01/01/1906
1906,3,1.14,3,01/01/1906
1906,5,1.3,5,01/01/1906
1906,6,2.14,6,01/01/1906
1906,7,2.92,7,01/01/1906
1906,8,3.66,8,01/01/1906
1906,9,2.58,9,01/01/1906
1907,10,2.04,10,01/01/1907
1907,11,2.5,11,01/01/1907
1907,12,3.06,12,01/01/1907
1907,13,2.55,13,01/01/1907
1907,14,2.74,14,01/01/1907
1907,15,2.48,15,01/01/1907
1907,16,2.66,16,01/01/1907
1907,17,0.81,17,01/01/1907
1907,18,2.26,18,01/01/1907
1907,19,2.15,19,01/01/1907
1907,2a,2.39,2,01/01/1907
1907,2b,2.75,2,01/01/1907
1907,3,0.69,3,01/01/1907
1907,5,0.88,5,01/01/1907
1907,6,1.74,6,01/01/1907
1907,7,2.54,7,01/01/1907
1907,8,2.67,8,01/01/1907
1907,9,2.19,9,01/01/1907
1908,10,1.66,10,01/01/1908
1908,11,1.67,11,01/01/1908
1908,12,2.49,12,01/01/1908
1908,13,2.64,13,01/01/1908
1908,14,1.99,14,01/01/1908
1908,15,2.37,15,01/01/1908
1908,16,2.85,16,01/01/1908
1908,17,2.44,17,01/01/1908
1908,18,1.08,18,01/01/1908
1908,19,2.07,19,01/01/1908
1908,2a,2.78,2,01/01/1908
1908,2b,2.97,2,01/01/1908
1908,3,0.91,3,01/01/1908
1908,5,1.21,5,01/01/1908
1908,6,1.65,6,01/01/1908
1908,7,2.49,7,01/01/1908
1908,8,3.47,8,01/01/1908
1908,9,2.38,9,01/01/1908
1909,10,0.87,10,01/01/1909
1909,11,0.63,11,01/01/1909
1909,12,1.54,12,01/01/1909
1909,13,2.2,13,01/01/1909
1909,14,1.34,14,01/01/1909
1909,15,2.12,15,01/01/1909
1909,16,2.24,16,01/01/1909
1909,17,0.72,17,01/01/1909
1909,18,2.29,18,01/01/1909
1909,19,1.62,19,01/01/1909
1909,2a,2.42,2,01/01/1909
1909,2b,2.78,2,01/01/1909
1909,3,0.68,3,01/01/1909
1909,5,0.78,5,01/01/1909
1909,6,1.3,6,01/01/1909
1909,7,2.08,7,01/01/1909
1909,8,2.59,8,01/01/1909
1909,9,1.82,9,01/01/1909
1910,10,1.17,10,01/01/1910
1910,11,1.7,11,01/01/1910
1910,12,2.08,12,01/01/1910
1910,13,1.93,13,01/01/1910
1910,14,1.9,14,01/01/1910
1910,15,1.59,15,01/01/1910
1910,16,1.95,16,01/01/1910
1910,17,1.95,17,01/01/1910
1910,18,0.74,18,01/01/1910
1910,19,1.47,19,01/01/1910
1910,2a,2.05,2,01/01/1910
1910,2b,2.19,2,01/01/1910
1910,3,0.57,3,01/01/1910
1910,5,0.77,5,01/01/1910
1910,6,1.32,6,01/01/1910
1910,7,1.96,7,01/01/1910
1910,8,2.16,8,01/01/1910
1910,9,1.8,9,01/01/1910
1911,10,1.76,10,01/01/1911
1911,11,1.49,11,01/01/1911
1911,12,1.98,12,01/01/1911
1911,13,2.27,13,01/01/1911
1911,14,1.8,14,01/01/1911
1911,15,1.86,15,01/01/1911
1911,16,3.16,16,01/01/1911
1911,17,1.05,17,01/01/1911
1911,18,2.11,18,01/01/1911
1911,19,2.2,19,01/01/1911
1911,2a,2.61,2,01/01/1911
1911,2b,2.84,2,01/01/1911
1911,3,0.94,3,01/01/1911
1911,5,1.12,5,01/01/1911
1911,6,1.32,6,01/01/1911
1911,7,1.98,7,01/01/1911
1911,8,2.83,8,01/01/1911
1911,9,2.32,9,01/01/1911
1912,10B,0.24,10,01/01/1912
1912,11B,0.23,11,01/01/1912
1912,12B,0.47,12,01/01/1912
1912,13B,0.52,13,01/01/1912
1912,14B,0.29,14,01/01/1912
1912,15B,0.42,15,01/01/1912
1912,16B,0.87,16,01/01/1912
1912,17B,0.51,17,01/01/1912
1912,18B,0.47,18,01/01/1912
1912,19B,0.58,19,01/01/1912
1912,2aB,1.17,2,01/01/1912
1912,2bB,1.39,2,01/01/1912
1912,3B,0.35,3,01/01/1912
1912,5B,0.44,5,01/01/1912
1912,6B,0.21,6,01/01/1912
1912,7B,0.57,7,01/01/1912
1912,8B,0.81,8,01/01/1912
1912,9B,0.76,9,01/01/1912
1913,10B,0.91,10,01/01/1913
1913,10T,0.8,10,01/01/1913
1913,11B,1.12,11,01/01/1913
1913,11T,0.78,11,01/01/1913
1913,12B,1.52,12,01/01/1913
1913,12T,1.3,12,01/01/1913
1913,13B,1.71,13,01/01/1913
1913,13T,1.16,13,01/01/1913
1913,14B,1.58,14,01/01/1913
1913,14T,0.95,14,01/01/1913
1913,15B,1.75,15,01/01/1913
1913,15T,1.32,15,01/01/1913
1913,16B,1.91,16,01/01/1913
1913,16T,1.5,16,01/01/1913
1913,17B,0.77,17,01/01/1913
1913,17T,0.33,17,01/01/1913
1913,18B,1.72,18,01/01/1913
1913,18T,1.29,18,01/01/1913
1913,19B,1.59,19,01/01/1913
1913,19T,1.36,19,01/01/1913
1913,2aB,2.13,2,01/01/1913
1913,2aT,1.17,2,01/01/1913
1913,2bB,2.12,2,01/01/1913
1913,2bT,1.28,2,01/01/1913
1913,3B,0.44,3,01/01/1913
1913,3T,0.34,3,01/01/1913
1913,5B,0.71,5,01/01/1913
1913,5T,0.33,5,01/01/1913
1913,6B,1.07,6,01/01/1913
1913,6T,0.64,6,01/01/1913
1913,7B,1.6,7,01/01/1913
1913,7T,0.94,7,01/01/1913
1913,8B,2.25,8,01/01/1913
1913,8T,1.74,8,01/01/1913
1913,9B,1.7,9,01/01/1913
1913,9T,0.71,9,01/01/1913
1914,10B,0.98,10,01/01/1914
1914,11B,1.23,11,01/01/1914
1914,12B,1.79,12,01/01/1914
1914,13B,1.49,13,01/01/1914
1914,14B,1.2,14,01/01/1914
1914,15B,1.53,15,01/01/1914
1914,16B,1.53,16,01/01/1914
1914,17B,1.25,17,01/01/1914
1914,18B,0.42,18,01/01/1914
1914,19B,0.77,19,01/01/1914
1914,2aB,2.27,2,01/01/1914
1914,2bB,2.26,2,01/01/1914
1914,3B,0.45,3,01/01/1914
1914,5B,0.74,5,01/01/1914
1914,6B,1.31,6,01/01/1914
1914,7B,1.85,7,01/01/1914
1914,8B,2.2,8,01/01/1914
1914,9B,1.43,9,01/01/1914
1915,10T,1.63,10,01/01/1915
1915,11T,2.34,11,01/01/1915
1915,12T,2.7,12,01/01/1915
1915,13T,2.6,13,01/01/1915
1915,14T,2.46,14,01/01/1915
1915,15T,1.31,15,01/01/1915
1915,16T,2.61,16,01/01/1915
1915,17T,1.27,17,01/01/1915
1915,18T,1.9,18,01/01/1915
1915,19T,2.04,19,01/01/1915
1915,2aT,2.31,2,01/01/1915
1915,2bT,2.78,2,01/01/1915
1915,3T,0.99,3,01/01/1915
1915,5T,1.27,5,01/01/1915
1915,6T,2.11,6,01/01/1915
1915,7T,2.68,7,01/01/1915
1915,8T,2.98,8,01/01/1915
1915,9T,2.47,9,01/01/1915
1916,10B,1.35,10,01/01/1916
1916,10T,1.3,10,01/01/1916
1916,11B,1.02,11,01/01/1916
1916,11T,1.15,11,01/01/1916
1916,12B,1.64,12,01/01/1916
1916,12T,1.24,12,01/01/1916
1916,13B,1.83,13,01/01/1916
1916,13T,1.39,13,01/01/1916
1916,14B,1.56,14,01/01/1916
1916,14T,1.09,14,01/01/1916
1916,15B,1.65,15,01/01/1916
1916,15T,0.99,15,01/01/1916
1916,16B,1.89,16,01/01/1916
1916,16T,1.24,16,01/01/1916
1916,17B,1.6,17,01/01/1916
1916,17T,1.38,17,01/01/1916
1916,18B,1.41,18,01/01/1916
1916,18T,0.41,18,01/01/1916
1916,19B,1.5,19,01/01/1916
1916,19T,1.14,19,01/01/1916
1916,2aB,2.38,2,01/01/1916
1916,2aT,1.37,2,01/01/1916
1916,2bB,2.52,2,01/01/1916
1916,2bT,1.49,2,01/01/1916
1916,3B,1.22,3,01/01/1916
1916,3T,0.47,3,01/01/1916
1916,5B,1.62,5,01/01/1916
1916,5T,0.85,5,01/01/1916
1916,6B,1.88,6,01/01/1916
1916,6T,0.88,6,01/01/1916
1916,7B,2.24,7,01/01/1916
1916,7T,1.47,7,01/01/1916
1916,8B,2.27,8,01/01/1916
1916,8T,1.24,8,01/01/1916
1916,9B,2.08,9,01/01/1916
1916,9T,1.22,9,01/01/1916
1917,10B,1.02,10,01/01/1917
1917,10T,0.84,10,01/01/1917
1917,11B,1.16,11,01/01/1917
1917,11T,1.04,11,01/01/1917
1917,12B,1.43,12,01/01/1917
1917,12T,1.27,12,01/01/1917
1917,13B,2.21,13,01/01/1917
1917,13T,1.73,13,01/01/1917
1917,14B,1.6,14,01/01/1917
1917,14T,1.22,14,01/01/1917
1917,15B,2,15,01/01/1917
1917,15T,1.9,15,01/01/1917
1917,16B,1.93,16,01/01/1917
1917,16T,2.07,16,01/01/1917
1917,17B,0.85,17,01/01/1917
1917,17T,0.74,17,01/01/1917
1917,18B,1.73,18,01/01/1917
1917,18T,1.52,18,01/01/1917
1917,19B,0.81,19,01/01/1917
1917,19T,0.95,19,01/01/1917
1917,2aB,1.09,2,01/01/1917
1917,2aT,0.87,2,01/01/1917
1917,2bB,1.31,2,01/01/1917
1917,2bT,1.15,2,01/01/1917
1917,3B,0.62,3,01/01/1917
1917,3T,0.62,3,01/01/1917
1917,5B,0.74,5,01/01/1917
1917,5T,0.64,5,01/01/1917
1917,6B,1.34,6,01/01/1917
1917,6T,1.49,6,01/01/1917
1917,7B,1.76,7,01/01/1917
1917,7T,1.86,7,01/01/1917
1917,8B,2.22,8,01/01/1917
1917,8T,2.04,8,01/01/1917
1917,9B,1.5,9,01/01/1917
1917,9T,1.63,9,01/01/1917
1918,10B,1.4,10,01/01/1918
1918,10T,1.26,10,01/01/1918
1918,11B,1.53,11,01/01/1918
1918,11T,1.67,11,01/01/1918
1918,12B,2.11,12,01/01/1918
1918,12T,1.94,12,01/01/1918
1918,13B,1.97,13,01/01/1918
1918,13T,1.83,13,01/01/1918
1918,14B,2.16,14,01/01/1918
1918,14T,1.92,14,01/01/1918
1918,15B,1.93,15,01/01/1918
1918,15T,2.22,15,01/01/1918
1918,16B,2.27,16,01/01/1918
1918,16T,2.6,16,01/01/1918
1918,17B,1.91,17,01/01/1918
1918,17T,1.48,17,01/01/1918
1918,18B,1.39,18,01/01/1918
1918,18T,1.04,18,01/01/1918
1918,19B,1.31,19,01/01/1918
1918,19T,1.39,19,01/01/1918
1918,2aB,2.75,2,01/01/1918
1918,2aT,2.38,2,01/01/1918
1918,2bB,3.04,2,01/01/1918
1918,2bT,2.71,2,01/01/1918
1918,3B,0.79,3,01/01/1918
1918,3T,0.92,3,01/01/1918
1918,5B,0.75,5,01/01/1918
1918,5T,0.75,5,01/01/1918
1918,6B,1.13,6,01/01/1918
1918,6T,1.47,6,01/01/1918
1918,7B,2.02,7,01/01/1918
1918,7T,2.15,7,01/01/1918
1918,8B,2.34,8,01/01/1918
1918,8T,2.44,8,01/01/1918
1918,9B,1.88,9,01/01/1918
1918,9T,1.92,9,01/01/1918
1919,10B,1.2,10,01/01/1919
1919,10T,1.26,10,01/01/1919
1919,11B,1.16,11,01/01/1919
1919,11T,1.05,11,01/01/1919
1919,12B,1.54,12,01/01/1919
1919,12T,1.4,12,01/01/1919
1919,13B,2.04,13,01/01/1919
1919,13T,2.18,13,01/01/1919
1919,14B,2.06,14,01/01/1919
1919,14T,1.48,14,01/01/1919
1919,15B,1.49,15,01/01/1919
1919,15T,1.66,15,01/01/1919
1919,16B,2.47,16,01/01/1919
1919,16T,2.5,16,01/01/1919
1919,17B,1.02,17,01/01/1919
1919,17T,0.89,17,01/01/1919
1919,18B,2.22,18,01/01/1919
1919,18T,2.18,18,01/01/1919
1919,19B,0.91,19,01/01/1919
1919,19T,1,19,01/01/1919
1919,2aB,1.77,2,01/01/1919
1919,2aT,1.56,2,01/01/1919
1919,2bB,2.31,2,01/01/1919
1919,2bT,1.93,2,01/01/1919
1919,3B,0.74,3,01/01/1919
1919,3T,0.71,3,01/01/1919
1919,5B,0.74,5,01/01/1919
1919,5T,0.73,5,01/01/1919
1919,6B,1.35,6,01/01/1919
1919,6T,1.41,6,01/01/1919
1919,7B,2.44,7,01/01/1919
1919,7T,2.04,7,01/01/1919
1919,8B,2.84,8,01/01/1919
1919,8T,2.36,8,01/01/1919
1919,9B,1.77,9,01/01/1919
1919,9T,1.55,9,01/01/1919
1920,10B,1.04,10,01/01/1920
1920,10T,1.18,10,01/01/1920
1920,11B,0.92,11,01/01/1920
1920,11T,1.11,11,01/01/1920
1920,12B,1.46,12,01/01/1920
1920,12T,1.49,12,01/01/1920
1920,13B,2.21,13,01/01/1920
1920,13T,1.83,13,01/01/1920
1920,14B,1.44,14,01/01/1920
1920,14T,1.28,14,01/01/1920
1920,15B,1.24,15,01/01/1920
1920,15T,1.33,15,01/01/1920
1920,16B,1.9,16,01/01/1920
1920,16T,1.91,16,01/01/1920
1920,17B,1.47,17,01/01/1920
1920,17T,1.41,17,01/01/1920
1920,18B,0.51,18,01/01/1920
1920,18T,0.47,18,01/01/1920
1920,19B,0.99,19,01/01/1920
1920,19T,0.88,19,01/01/1920
1920,2aB,2.4,2,01/01/1920
1920,2aT,2.08,2,01/01/1920
1920,2bB,2.56,2,01/01/1920
1920,2bT,2.23,2,01/01/1920
1920,3B,0.61,3,01/01/1920
1920,3T,0.71,3,01/01/1920
1920,5B,0.63,5,01/01/1920
1920,5T,0.63,5,01/01/1920
1920,6B,1.1,6,01/01/1920
1920,6T,1.13,6,01/01/1920
1920,7B,2.28,7,01/01/1920
1920,7T,1.63,7,01/01/1920
1920,8B,2.24,8,01/01/1920
1920,8T,2.16,8,01/01/1920
1920,9B,1.96,9,01/01/1920
1920,9T,1.73,9,01/01/1920
1921,10B,1.07,10,01/01/1921
1921,10T,1.39,10,01/01/1921
1921,11B,0.68,11,01/01/1921
1921,11T,0.93,11,01/01/1921
1921,12B,1,12,01/01/1921
1921,12T,1.43,12,01/01/1921
1921,13B,1.02,13,01/01/1921
1921,13T,1.69,13,01/01/1921
1921,14B,1.07,14,01/01/1921
1921,14T,1.61,14,01/01/1921
1921,15B,1.24,15,01/01/1921
1921,15T,1.95,15,01/01/1921
1921,16B,1.53,16,01/01/1921
1921,16T,2.05,16,01/01/1921
1921,17B,0.86,17,01/01/1921
1921,17T,0.7,17,01/01/1921
1921,18B,1.71,18,01/01/1921
1921,18T,1.93,18,01/01/1921
1921,19B,1.35,19,01/01/1921
1921,19T,1.44,19,01/01/1921
1921,2aB,2.16,2,01/01/1921
1921,2aT,2.06,2,01/01/1921
1921,2bB,2.21,2,01/01/1921
1921,2bT,2.24,2,01/01/1921
1921,3B,0.67,3,01/01/1921
1921,3T,0.86,3,01/01/1921
1921,5B,0.65,5,01/01/1921
1921,5T,0.65,5,01/01/1921
1921,6B,1.04,6,01/01/1921
1921,6T,1.25,6,01/01/1921
1921,7B,1.46,7,01/01/1921
1921,7T,1.69,7,01/01/1921
1921,8B,1.8,8,01/01/1921
1921,8T,1.6,8,01/01/1921
1921,9B,1.15,9,01/01/1921
1921,9T,1.31,9,01/01/1921
1922,10B,0.62,10,01/01/1922
1922,10T,0.95,10,01/01/1922
1922,11B,0.3,11,01/01/1922
1922,11T,0.63,11,01/01/1922
1922,12B,0.56,12,01/01/1922
1922,12T,0.91,12,01/01/1922
1922,13B,1.33,13,01/01/1922
1922,13T,1.92,13,01/01/1922
1922,14B,0.9,14,01/01/1922
1922,14T,0.66,14,01/01/1922
1922,15B,0.88,15,01/01/1922
1922,15T,1.28,15,01/01/1922
1922,16B,1.72,16,01/01/1922
1922,16T,2.29,16,01/01/1922
1922,17B,1.46,17,01/01/1922
1922,17T,1.69,17,01/01/1922
1922,18B,0.92,18,01/01/1922
1922,18T,1,18,01/01/1922
1922,19B,1,19,01/01/1922
1922,19T,1.38,19,01/01/1922
1922,2aB,2.53,2,01/01/1922
1922,2aT,2.52,2,01/01/1922
1922,2bB,2.71,2,01/01/1922
1922,2bT,2.76,2,01/01/1922
1922,3B,0.54,3,01/01/1922
1922,3T,0.72,3,01/01/1922
1922,5B,0.69,5,01/01/1922
1922,5T,0.82,5,01/01/1922
1922,6B,0.95,6,01/01/1922
1922,6T,1.33,6,01/01/1922
1922,7B,1.42,7,01/01/1922
1922,7T,2.25,7,01/01/1922
1922,8B,1.49,8,01/01/1922
1922,8T,2.22,8,01/01/1922
1922,9B,1.07,9,01/01/1922
1922,9T,1.84,9,01/01/1922
1923,10B,0.75,10,01/01/1923
1923,10T,0.62,10,01/01/1923
1923,11B,0.85,11,01/01/1923
1923,11T,0.57,11,01/01/1923
1923,12B,1.07,12,01/01/1923
1923,12T,0.67,12,01/01/1923
1923,13B,1.1,13,01/01/1923
1923,13T,0.99,13,01/01/1923
1923,14B,1.14,14,01/01/1923
1923,14T,0.89,14,01/01/1923
1923,15B,1.14,15,01/01/1923
1923,15T,1.38,15,01/01/1923
1923,16B,1.11,16,01/01/1923
1923,16T,1.39,16,01/01/1923
1923,17B,0.43,17,01/01/1923
1923,17T,0.24,17,01/01/1923
1923,18B,1.05,18,01/01/1923
1923,18T,1.06,18,01/01/1923
1923,19B,1.13,19,01/01/1923
1923,19T,1.23,19,01/01/1923
