year,plot,grain,strip,seriesDate
1874,6b,1.75,6,01-01-1874
1874,7a,2.73,7,01-01-1874
1874,7b,2.76,7,01-01-1874
1874,8a,2.96,8,01-01-1874
1874,8b,2.77,8,01-01-1874
1874,9a,2.7,9,01-01-1874
1874,9b,1.42,9,01-01-1874
1875,10a,0.88,10,01-01-1875
1875,10b,1.05,10,01-01-1875
1875,11a,1.36,11,01-01-1875
1875,11b,1.15,11,01-01-1875
1875,12a,1.78,12,01-01-1875
1875,12b,1.76,12,01-01-1875
1875,13a,1.88,13,01-01-1875
1875,13b,1.98,13,01-01-1875
1875,14a,1.96,14,01-01-1875
1875,14b,1.77,14,01-01-1875
1875,15a,1.79,15,01-01-1875
1875,15b,2.05,15,01-01-1875
1875,16a,0.76,16,01-01-1875
1875,16b,0.69,16,01-01-1875
1875,17a,0.77,17,01-01-1875
1875,17b,0.87,17,01-01-1875
1875,18a,1.76,18,01-01-1875
1875,18b,1.79,18,01-01-1875
1875,19,1.56,19,01-01-1875
1875,2,2.12,2,01-01-1875
1875,3,0.64,3,01-01-1875
1875,4,0.57,4,01-01-1875
1875,5a,0.59,5,01-01-1875
1875,5b,0.73,5,01-01-1875
1875,6a,1.17,6,01-01-1875
1875,6b,1.22,6,01-01-1875
1875,7a,1.85,7,01-01-1875
1875,7b,1.93,7,01-01-1875
1875,8a,2.25,8,01-01-1875
1875,8b,2.09,8,01-01-1875
1875,9a,2.2,9,01-01-1875
1875,9b,1.18,9,01-01-1875
1876,10a,0.81,10,01-01-1876
1876,10b,0.95,10,01-01-1876
1876,11a,1.08,11,01-01-1876
1876,11b,0.93,11,01-01-1876
1876,12a,1.41,12,01-01-1876
1876,12b,1.35,12,01-01-1876
1876,13a,1.77,13,01-01-1876
1876,13b,1.87,13,01-01-1876
1876,14a,1.63,14,01-01-1876
1876,14b,1.5,14,01-01-1876
1876,15a,1.8,15,01-01-1876
1876,15b,1.92,15,01-01-1876
1876,16a,0.74,16,01-01-1876
1876,16b,0.75,16,01-01-1876
1876,17a,1.92,17,01-01-1876
1876,17b,1.81,17,01-01-1876
1876,18a,0.68,18,01-01-1876
1876,18b,0.72,18,01-01-1876
1876,19,1.29,19,01-01-1876
1876,2,1.73,2,01-01-1876
1876,3,0.56,3,01-01-1876
1876,4,0.61,4,01-01-1876
1876,5a,0.68,5,01-01-1876
1876,5b,0.76,5,01-01-1876
1876,6a,1.08,6,01-01-1876
1876,6b,1.21,6,01-01-1876
1876,7a,1.62,7,01-01-1876
1876,7b,1.93,7,01-01-1876
1876,8a,2.3,8,01-01-1876
1876,8b,2.12,8,01-01-1876
1876,9a,2.53,9,01-01-1876
1876,9b,0.86,9,01-01-1876
1877,10a,1.16,10,01-01-1877
1877,10b,1.24,10,01-01-1877
1877,11a,1.33,11,01-01-1877
1877,11b,1.17,11,01-01-1877
1877,12a,1.4,12,01-01-1877
1877,12b,1.11,12,01-01-1877
1877,13a,1.31,13,01-01-1877
1877,13b,1.24,13,01-01-1877
1877,14a,1.31,14,01-01-1877
1877,14b,1.19,14,01-01-1877
1877,15a,2.22,15,01-01-1877
1877,15b,2.28,15,01-01-1877
1877,16a,0.68,16,01-01-1877
1877,16b,0.64,16,01-01-1877
1877,17a,0.74,17,01-01-1877
1877,17b,0.66,17,01-01-1877
1877,18a,0.78,18,01-01-1877
1877,18b,0.91,18,01-01-1877
1877,19,1.3,19,01-01-1877
1877,2,1.66,2,01-01-1877
1877,3,0.61,3,01-01-1877
1877,4,0.65,4,01-01-1877
1877,5a,0.75,5,01-01-1877
1877,5b,0.79,5,01-01-1877
1877,6a,1.01,6,01-01-1877
1877,6b,0.95,6,01-01-1877
1877,7a,1.41,7,01-01-1877
1877,7b,1.31,7,01-01-1877
1877,8a,1.87,8,01-01-1877
1877,8b,1.52,8,01-01-1877
1877,9a,2.67,9,01-01-1877
1877,9b,1.85,9,01-01-1877
1878,10a,1.91,10,01-01-1878
1878,10b-1,2.08,10,01-01-1878
1878,10b-2,2,10,01-01-1878
1878,11a,2.12,11,01-01-1878
1878,11b,2.13,11,01-01-1878
1878,12a,2.14,12,01-01-1878
1878,12b,2.2,12,01-01-1878
1878,13a,2.12,13,01-01-1878
1878,13b,2.15,13,01-01-1878
1878,14a,2.34,14,01-01-1878
1878,14b,2.24,14,01-01-1878
1878,15a,1.5,15,01-01-1878
1878,15b,1.68,15,01-01-1878
1878,16a,0.97,16,01-01-1878
1878,16b,0.94,16,01-01-1878
1878,17a,2.15,17,01-01-1878
1878,17b,2.06,17,01-01-1878
1878,18a,1.07,18,01-01-1878
1878,18b,1.09,18,01-01-1878
1878,19,1.93,19,01-01-1878
1878,2,2.12,2,01-01-1878
1878,3,0.87,3,01-01-1878
1878,4,0.87,4,01-01-1878
1878,5a,1.01,5,01-01-1878
1878,5b,1.01,5,01-01-1878
1878,6a,1.6,6,01-01-1878
1878,6b,1.65,6,01-01-1878
1878,7a,2.24,7,01-01-1878
1878,7b,2.39,7,01-01-1878
1878,8a,2.75,8,01-01-1878
1878,8b,2.79,8,01-01-1878
1878,9a,2.62,9,01-01-1878
1878,9b,1.58,9,01-01-1878
1879,10a,0.3,10,01-01-1879
1879,10b-1,0.41,10,01-01-1879
1879,10b-2,0.59,10,01-01-1879
1879,11a,0.88,11,01-01-1879
1879,11b,0.76,11,01-01-1879
1879,12a,1.02,12,01-01-1879
1879,12b,1.07,12,01-01-1879
1879,13a,1.08,13,01-01-1879
1879,13b,1.33,13,01-01-1879
1879,14a,1.24,14,01-01-1879
1879,14b,1.22,14,01-01-1879
1879,15a,0.46,15,01-01-1879
1879,15b,0.37,15,01-01-1879
1879,16a,0.4,16,01-01-1879
1879,16b,0.36,16,01-01-1879
1879,17a,0.21,17,01-01-1879
1879,17b,0.29,17,01-01-1879
1879,18a,1.44,18,01-01-1879
1879,18b,1.49,18,01-01-1879
1879,19,0.64,19,01-01-1879
1879,2,1.19,2,01-01-1879
1879,3,0.37,3,01-01-1879
1879,4,0.36,4,01-01-1879
1879,5a,0.43,5,01-01-1879
1879,5b,0.43,5,01-01-1879
1879,6a,0.69,6,01-01-1879
1879,6b,0.85,6,01-01-1879
1879,7a,1.09,7,01-01-1879
1879,7b,1.27,7,01-01-1879
1879,8a,1.48,8,01-01-1879
1879,8b,1.55,8,01-01-1879
1879,9a,1.64,9,01-01-1879
1879,9b,0.39,9,01-01-1879
1880,10a,0.72,10,01-01-1880
1880,10b,0.87,10,01-01-1880
1880,11a,1.88,11,01-01-1880
1880,11b,1.7,11,01-01-1880
1880,12a,2.15,12,01-01-1880
1880,12b,1.95,12,01-01-1880
1880,13a,2.32,13,01-01-1880
1880,13b,2.27,13,01-01-1880
1880,14a,2.25,14,01-01-1880
1880,14b,2.03,14,01-01-1880
1880,15a,2.61,15,01-01-1880
1880,15b,2.51,15,01-01-1880
1880,16a,0.99,16,01-01-1880
1880,16b,0.99,16,01-01-1880
1880,17a,2.26,17,01-01-1880
1880,17b,2.34,17,01-01-1880
1880,18a,1.01,18,01-01-1880
1880,18b,1.05,18,01-01-1880
1880,19,2.31,19,01-01-1880
1880,2,2.66,2,01-01-1880
1880,3,0.77,3,01-01-1880
1880,4,0.85,4,01-01-1880
1880,5a,1.26,5,01-01-1880
1880,5b,1.16,5,01-01-1880
1880,6a,1.93,6,01-01-1880
1880,6b,1.8,6,01-01-1880
1880,7a,2.41,7,01-01-1880
1880,7b,2.41,7,01-01-1880
1880,8a,2.66,8,01-01-1880
1880,8b,2.28,8,01-01-1880
1880,9a,2.39,9,01-01-1880
1880,9b,0.73,9,01-01-1880
1881,10a,1.31,10,01-01-1881
1881,10b,1.41,10,01-01-1881
1881,11a,1.54,11,01-01-1881
1881,11b,1.52,11,01-01-1881
1881,12a,1.71,12,01-01-1881
1881,12b,1.52,12,01-01-1881
1881,13a,1.95,13,01-01-1881
1881,13b,1.9,13,01-01-1881
1881,14a,1.95,14,01-01-1881
1881,14b,1.77,14,01-01-1881
1881,15a,1.72,15,01-01-1881
1881,15b,1.68,15,01-01-1881
1881,16a,0.91,16,01-01-1881
1881,16b,0.9,16,01-01-1881
1881,17a,0.93,17,01-01-1881
1881,17b,0.85,17,01-01-1881
1881,18a,2.13,18,01-01-1881
1881,18b,2.12,18,01-01-1881
1881,19,1.72,19,01-01-1881
1881,2,2.14,2,01-01-1881
1881,3,0.97,3,01-01-1881
1881,4,0.85,4,01-01-1881
1881,5a,0.9,5,01-01-1881
1881,5b,0.9,5,01-01-1881
1881,6a,1.49,6,01-01-1881
1881,6b,1.55,6,01-01-1881
1881,7a,1.95,7,01-01-1881
1881,7b,1.89,7,01-01-1881
1881,8a,2.34,8,01-01-1881
1881,8b,2.06,8,01-01-1881
1881,9a,2.55,9,01-01-1881
1881,9b,1.6,9,01-01-1881
1882,10a,1.75,10,01-01-1882
1882,10b,1.87,10,01-01-1882
1882,11a,2.26,11,01-01-1882
1882,11b,2.19,11,01-01-1882
1882,12a,2.49,12,01-01-1882
1882,12b,2.49,12,01-01-1882
1882,13a,2.36,13,01-01-1882
1882,13b,2.3,13,01-01-1882
1882,14a,2.51,14,01-01-1882
1882,14b,2.39,14,01-01-1882
1882,15a,2.1,15,01-01-1882
1882,15b,2.05,15,01-01-1882
1882,16a,0.78,16,01-01-1882
1882,16b,0.73,16,01-01-1882
1882,17a,2.21,17,01-01-1882
1882,17b,2.25,17,01-01-1882
1882,18a,1.03,18,01-01-1882
1882,18b,1.18,18,01-01-1882
1882,19,2.18,19,01-01-1882
1882,2,2.25,2,01-01-1882
1882,3,0.76,3,01-01-1882
1882,4,0.78,4,01-01-1882
1882,5a,0.89,5,01-01-1882
1882,5b,0.85,5,01-01-1882
1882,6a,1.64,6,01-01-1882
1882,6b,1.65,6,01-01-1882
1882,7a,2.58,7,01-01-1882
1882,7b,2.46,7,01-01-1882
1882,8a,2.58,8,01-01-1882
1882,8b,2.63,8,01-01-1882
1882,9a,2.26,9,01-01-1882
1882,9b,1.7,9,01-01-1882
1883,10a,1.34,10,01-01-1883
1883,10b-1,1.43,10,01-01-1883
1883,10b-2,2.15,10,01-01-1883
1883,11a,2.06,11,01-01-1883
1883,11b,1.82,11,01-01-1883
1883,12a,2.37,12,01-01-1883
1883,12b,2.22,12,01-01-1883
1883,13a,2.57,13,01-01-1883
1883,13b,2.46,13,01-01-1883
1883,14a,2.54,14,01-01-1883
1883,14b,2.42,14,01-01-1883
1883,15a,2.47,15,01-01-1883
1883,15b,2.43,15,01-01-1883
1883,16a,1.13,16,01-01-1883
1883,16b,1.17,16,01-01-1883
1883,17a,1.16,17,01-01-1883
1883,17b,1.12,17,01-01-1883
1883,18a,2.7,18,01-01-1883
1883,18b,2.77,18,01-01-1883
1883,19,2.23,19,01-01-1883
1883,2,2.52,2,01-01-1883
1883,3,0.98,3,01-01-1883
1883,4,0.94,4,01-01-1883
1883,5a,1.11,5,01-01-1883
1883,5b,1.15,5,01-01-1883
1883,6a,1.97,6,01-01-1883
1883,6b,2.02,6,01-01-1883
1883,7a,2.64,7,01-01-1883
1883,7b,2.69,7,01-01-1883
1883,8a,3.22,8,01-01-1883
1883,8b,3.02,8,01-01-1883
1883,9a,3.26,9,01-01-1883
1883,9b-1,1.5,9,01-01-1883
1883,9b-2,2.77,9,01-01-1883
1884,10a,1.81,10,01-01-1884
1884,10b-1,1.93,10,01-01-1884
1884,10b-2,2.38,10,01-01-1884
1884,11a,2.26,11,01-01-1884
1884,11b,2.36,11,01-01-1884
1884,12a,2.63,12,01-01-1884
1884,12b,2.58,12,01-01-1884
1884,13a,2.45,13,01-01-1884
1884,13b,2.41,13,01-01-1884
1884,14a,2.63,14,01-01-1884
1884,14b,2.61,14,01-01-1884
1884,15a,2.54,15,01-01-1884
1884,15b,2.48,15,01-01-1884
1884,16a,2.75,16,01-01-1884
1884,16b,2.51,16,01-01-1884
1884,17a,2.54,17,01-01-1884
1884,17b,2.4,17,01-01-1884
1884,18a,0.9,18,01-01-1884
1884,18b,0.96,18,01-01-1884
1884,19,2.29,19,01-01-1884
1884,2,2.36,2,01-01-1884
1884,3,0.92,3,01-01-1884
1884,4,0.94,4,01-01-1884
1884,5a,1.05,5,01-01-1884
1884,5b,1.14,5,01-01-1884
1884,6a,1.83,6,01-01-1884
1884,6b,1.87,6,01-01-1884
1884,7a,2.83,7,01-01-1884
1884,7b,2.73,7,01-01-1884
1884,8a,3.29,8,01-01-1884
1884,8b,3.09,8,01-01-1884
1884,9a,2.9,9,01-01-1884
1884,9b-1,1.94,9,01-01-1884
1884,9b-2,2.51,9,01-01-1884
1885,10a,1.64,10,01-01-1885
1885,10b-1,1.68,10,01-01-1885
1885,10b-2,1.72,10,01-01-1885
1885,11a,1.65,11,01-01-1885
1885,11b,1.5,11,01-01-1885
1885,12a,1.98,12,01-01-1885
1885,12b,1.84,12,01-01-1885
1885,13a,1.98,13,01-01-1885
1885,13b,1.85,13,01-01-1885
1885,14a,1.92,14,01-01-1885
1885,14b,1.86,14,01-01-1885
1885,15a,1.87,15,01-01-1885
1885,15b,1.67,15,01-01-1885
1885,16a,2.72,16,01-01-1885
1885,16b,2.54,16,01-01-1885
1885,17a,0.88,17,01-01-1885
1885,17b,0.85,17,01-01-1885
1885,18a,2.3,18,01-01-1885
1885,18b,2.29,18,01-01-1885
1885,19,2.06,19,01-01-1885
1885,2a,1.64,2,01-01-1885
1885,2b,2.82,2,01-01-1885
1885,3,1.04,3,01-01-1885
1885,4,0.87,4,01-01-1885
1885,5a,0.97,5,01-01-1885
1885,5b,1.07,5,01-01-1885
1885,6a,1.5,6,01-01-1885
1885,6b,1.54,6,01-01-1885
1885,7a,2.2,7,01-01-1885
1885,7b,2.22,7,01-01-1885
1885,8a,2.66,8,01-01-1885
1885,8b,2.54,8,01-01-1885
1885,9a,2.17,9,01-01-1885
1885,9b-1,1.59,9,01-01-1885
1885,9b-2,2.06,9,01-01-1885
1886,10a,0.91,10,01-01-1886
1886,10b-1,1.05,10,01-01-1886
1886,10b-2,0.98,10,01-01-1886
1886,11a,1.2,11,01-01-1886
1886,11b,1.15,11,01-01-1886
1886,12a,1.85,12,01-01-1886
1886,12b,1.83,12,01-01-1886
1886,13a,2.63,13,01-01-1886
1886,13b,2.63,13,01-01-1886
1886,14a,2.3,14,01-01-1886
1886,14b,2,14,01-01-1886
1886,15a,1.81,15,01-01-1886
1886,15b,1.83,15,01-01-1886
1886,16a,3.05,16,01-01-1886
1886,16b,3.12,16,01-01-1886
1886,17a,2.63,17,01-01-1886
1886,17b,2.63,17,01-01-1886
1886,18a,0.84,18,01-01-1886
1886,18b,1.06,18,01-01-1886
1886,19,2,19,01-01-1886
1886,2a,1.54,2,01-01-1886
1886,2b,2.62,2,01-01-1886
1886,3,0.63,3,01-01-1886
1886,4,0.68,4,01-01-1886
1886,5a,0.74,5,01-01-1886
1886,5b,0.86,5,01-01-1886
1886,6a,1.54,6,01-01-1886
1886,6b,1.59,6,01-01-1886
1886,7a,2.52,7,01-01-1886
1886,7b,2.49,7,01-01-1886
1886,8a,3.1,8,01-01-1886
1886,8b,2.94,8,01-01-1886
1886,9a,2.3,9,01-01-1886
1886,9b,1.05,9,01-01-1886
1887,10a,1.44,10,01-01-1887
1887,10b-1,1.59,10,01-01-1887
1887,10b-2,1.71,10,01-01-1887
1887,11a,1.52,11,01-01-1887
1887,11b,1.54,11,01-01-1887
1887,12a,2.16,12,01-01-1887
1887,12b,2.09,12,01-01-1887
1887,13a,1.84,13,01-01-1887
1887,13b,1.98,13,01-01-1887
1887,14a,1.98,14,01-01-1887
1887,14b,2.12,14,01-01-1887
1887,15a,2.43,15,01-01-1887
1887,15b,2.42,15,01-01-1887
1887,16a,2.84,16,01-01-1887
1887,16b,2.89,16,01-01-1887
1887,17a,0.85,17,01-01-1887
1887,17b,0.65,17,01-01-1887
1887,18a,2.24,18,01-01-1887
1887,18b,2.24,18,01-01-1887
1887,19,1.93,19,01-01-1887
1887,2a,1.84,2,01-01-1887
1887,2b,2.51,2,01-01-1887
1887,3,1.02,3,01-01-1887
1887,4,0.95,4,01-01-1887
1887,5a,1.04,5,01-01-1887
1887,5b,1,5,01-01-1887
1887,6a,1.61,6,01-01-1887
1887,6b,1.7,6,01-01-1887
1887,7a,2.16,7,01-01-1887
1887,7b,2.05,7,01-01-1887
1887,8a,2.57,8,01-01-1887
1887,8b,2.43,8,01-01-1887
1887,9a,2.2,9,01-01-1887
1887,9b,1.62,9,01-01-1887
1888,10a,0.86,10,01-01-1888
1888,10b-1,0.69,10,01-01-1888
1888,10b-2,0.98,10,01-01-1888
1888,11a,0.74,11,01-01-1888
1888,11b,0.87,11,01-01-1888
1888,12a,1.61,12,01-01-1888
1888,12b,1.63,12,01-01-1888
1888,13a,2.29,13,01-01-1888
1888,13b,2.25,13,01-01-1888
1888,14a,1.76,14,01-01-1888
1888,14b,1.76,14,01-01-1888
1888,15a,2.02,15,01-01-1888
1888,15b,1.93,15,01-01-1888
1888,16a,2.29,16,01-01-1888
1888,16b,2.26,16,01-01-1888
1888,17a,2.2,17,01-01-1888
1888,17b,2.17,17,01-01-1888
1888,18a,0.84,18,01-01-1888
1888,18b,0.92,18,01-01-1888
1888,19,1.95,19,01-01-1888
1888,2a,1.9,2,01-01-1888
1888,2b,2.62,2,01-01-1888
1888,3,0.69,3,01-01-1888
1888,4,0.71,4,01-01-1888
1888,5a,0.8,5,01-01-1888
1888,5b,0.88,5,01-01-1888
1888,6a,1.57,6,01-01-1888
1888,6b,1.7,6,01-01-1888
1888,7a,2.48,7,01-01-1888
1888,7b,2.45,7,01-01-1888
1888,8a,2.59,8,01-01-1888
1888,8b,2.37,8,01-01-1888
1888,9a,1.93,9,01-01-1888
1888,9b,1.02,9,01-01-1888
1889,10aB,0.78,10,01-01-1889
1889,10aT,0.21,10,01-01-1889
1889,10b-1B,0.81,10,01-01-1889
1889,10b-2B,1.27,10,01-01-1889
1889,10bT,0.36,10,01-01-1889
1889,11aB,1.11,11,01-01-1889
1889,11aT,1.08,11,01-01-1889
1889,11bB,1.13,11,01-01-1889
1889,11bT,0.93,11,01-01-1889
1889,12aB,1.68,12,01-01-1889
1889,12aT,1.12,12,01-01-1889
1889,12bB,1.63,12,01-01-1889
1889,12bT,1.12,12,01-01-1889
1889,13aB,1.74,13,01-01-1889
1889,13aT,1.62,13,01-01-1889
1889,13bB,1.9,13,01-01-1889
1889,13bT,1.43,13,01-01-1889
1889,14aB,1.75,14,01-01-1889
1889,14aT,0,14,01-01-1889
1889,14bB,1.64,14,01-01-1889
1889,14bT,0.84,14,01-01-1889
1889,15aB,2,15,01-01-1889
1889,15aT,1.38,15,01-01-1889
1889,15bB,1.78,15,01-01-1889
1889,15bT,1.29,15,01-01-1889
1889,16aB,2.01,16,01-01-1889
1889,16aT,1.64,16,01-01-1889
1889,16bB,1.98,16,01-01-1889
1889,16bT,1.58,16,01-01-1889
1889,17aB,0.76,17,01-01-1889
1889,17aT,0.49,17,01-01-1889
1889,17bB,0.64,17,01-01-1889
1889,17bT,0.5,17,01-01-1889
1889,18aB,1.53,18,01-01-1889
1889,18aT,1.5,18,01-01-1889
1889,18bB,1.7,18,01-01-1889
1889,18bT,1.64,18,01-01-1889
1889,19B,1.5,19,01-01-1889
1889,19T,1.37,19,01-01-1889
1889,2aB,2.11,2,01-01-1889
1889,2aT,1.89,2,01-01-1889
1889,2bB,2.75,2,01-01-1889
1889,2bT,2.56,2,01-01-1889
1889,3B,0.83,3,01-01-1889
1889,3T,0.66,3,01-01-1889
1889,4B,0.89,4,01-01-1889
1889,4T,0.8,4,01-01-1889
1889,5aB,1.02,5,01-01-1889
1889,5aT,1.09,5,01-01-1889
1889,5bB,1.08,5,01-01-1889
1889,5bT,1.13,5,01-01-1889
1889,6aB,1.57,6,01-01-1889
1889,6aT,1.62,6,01-01-1889
1889,6bB,1.61,6,01-01-1889
1889,6bT,1.7,6,01-01-1889
1889,7aB,2.13,7,01-01-1889
1889,7aT,2.17,7,01-01-1889
1889,7bB,2.11,7,01-01-1889
1889,7bT,2.02,7,01-01-1889
1889,8aB,2.4,8,01-01-1889
1889,8aT,2.02,8,01-01-1889
1889,8bB,2.42,8,01-01-1889
1889,8bT,1.87,8,01-01-1889
1889,9aB,1.8,9,01-01-1889
1889,9aT,1.99,9,01-01-1889
1889,9bB,0.83,9,01-01-1889
1889,9bT,0.33,9,01-01-1889
1890,10aB,0.87,10,01-01-1890
1890,10aT,1.61,10,01-01-1890
1890,10b-1T,1.88,10,01-01-1890
1890,10b-2T,2.36,10,01-01-1890
1890,10bB,0.89,10,01-01-1890
1890,11aB,1.16,11,01-01-1890
1890,11aT,2.31,11,01-01-1890
1890,11bB,1.11,11,01-01-1890
1890,11bT,2.38,11,01-01-1890
1890,12aB,1.56,12,01-01-1890
1890,12aT,2.89,12,01-01-1890
1890,12bB,1.57,12,01-01-1890
1890,12bT,2.84,12,01-01-1890
1890,13aB,2.03,13,01-01-1890
1890,13aT,3.16,13,01-01-1890
1890,13bB,2.04,13,01-01-1890
1890,13bT,3.18,13,01-01-1890
1890,14aB,1.78,14,01-01-1890
1890,14aT,2.72,14,01-01-1890
1890,14bB,1.96,14,01-01-1890
1890,14bT,2.71,14,01-01-1890
1890,15aB,2.51,15,01-01-1890
1890,15aT,3.33,15,01-01-1890
1890,15bB,2.24,15,01-01-1890
1890,15bT,3.27,15,01-01-1890
1890,16aB,2.28,16,01-01-1890
1890,16aT,2.9,16,01-01-1890
1890,16bB,2.19,16,01-01-1890
1890,16bT,2.92,16,01-01-1890
1890,17aB,2.29,17,01-01-1890
1890,17aT,3,17,01-01-1890
1890,17bB,2.21,17,01-01-1890
1890,17bT,2.77,17,01-01-1890
1890,18aB,1.12,18,01-01-1890
1890,18aT,1.63,18,01-01-1890
1890,18bB,1.18,18,01-01-1890
1890,18bT,1.56,18,01-01-1890
1890,19B,1.76,19,01-01-1890
1890,19T,2.55,19,01-01-1890
1890,2aB,1.56,2,01-01-1890
1890,2aT,2.43,2,01-01-1890
1890,2bB,2.5,2,01-01-1890
1890,2bT,3.49,2,01-01-1890
1890,3B,0.59,3,01-01-1890
1890,3T,1.31,3,01-01-1890
1890,4B,0.71,4,01-01-1890
1890,4T,1.32,4,01-01-1890
1890,5aB,0.65,5,01-01-1890
1890,5aT,1.29,5,01-01-1890
1890,5bB,0.67,5,01-01-1890
1890,5bT,1.35,5,01-01-1890
1890,6aB,1.48,6,01-01-1890
1890,6aT,2.41,6,01-01-1890
1890,6bB,1.57,6,01-01-1890
1890,6bT,2.48,6,01-01-1890
1890,7aB,2.04,7,01-01-1890
1890,7aT,3.12,7,01-01-1890
1890,7bB,1.83,7,01-01-1890
1890,7bT,3.01,7,01-01-1890
1890,8aB,2.08,8,01-01-1890
1890,8aT,3.11,8,01-01-1890
1890,8bB,2.03,8,01-01-1890
1890,8bT,3.15,8,01-01-1890
1890,9aB,1.66,9,01-01-1890
1890,9aT,2.7,9,01-01-1890
1890,9bB,0.87,9,01-01-1890
1890,9bT,1.6,9,01-01-1890
1891,10a,1.45,10,01-01-1891
1891,10b-1,1.66,10,01-01-1891
1891,10b-2,1.84,10,01-01-1891
1891,11a,1.8,11,01-01-1891
1891,11b,1.56,11,01-01-1891
1891,12a,2.41,12,01-01-1891
1891,12b,2.4,12,01-01-1891
1891,13a,2.56,13,01-01-1891
1891,13b,2.63,13,01-01-1891
1891,14a,2.48,14,01-01-1891
1891,14b,2.46,14,01-01-1891
1891,15a,2.73,15,01-01-1891
1891,15b,2.63,15,01-01-1891
1891,16a,2.85,16,01-01-1891
1891,16b,2.81,16,01-01-1891
1891,17a,1.01,17,01-01-1891
1891,17b,0.99,17,01-01-1891
1891,18a,2.12,18,01-01-1891
1891,18b,2.19,18,01-01-1891
1891,19,1.93,19,01-01-1891
1891,2a,2.3,2,01-01-1891
1891,2b,3.23,2,01-01-1891
1891,3,0.93,3,01-01-1891
1891,4,0.83,4,01-01-1891
1891,5a,0.73,5,01-01-1891
1891,5b,0.85,5,01-01-1891
1891,6a,1.63,6,01-01-1891
1891,6b,1.88,6,01-01-1891
1891,7a,2.69,7,01-01-1891
1891,7b,2.75,7,01-01-1891
1891,8a,2.63,8,01-01-1891
1891,8b,2.68,8,01-01-1891
1891,9a,2.31,9,01-01-1891
1891,9b-1,1.57,9,01-01-1891
1891,9b-2,2.38,9,01-01-1891
1892,10a,0.77,10,01-01-1892
1892,10b-1,0.82,10,01-01-1892
1892,10b-2,1.01,10,01-01-1892
1892,11a,1.12,11,01-01-1892
1892,11b,1.09,11,01-01-1892
1892,12a,1.56,12,01-01-1892
1892,12b,1.84,12,01-01-1892
1892,13a,2.11,13,01-01-1892
1892,13b,2.11,13,01-01-1892
1892,14a,1.75,14,01-01-1892
1892,14b,1.66,14,01-01-1892
1892,15aB,2.06,15,01-01-1892
1892,15aT,2.14,15,01-01-1892
1892,15bB,1.78,15,01-01-1892
1892,15bT,2.2,15,01-01-1892
1892,16a,2.27,16,01-01-1892
1892,16b,2.26,16,01-01-1892
1892,17a,2.04,17,01-01-1892
1892,17b,2.11,17,01-01-1892
1892,18a,0.84,18,01-01-1892
1892,18b,0.9,18,01-01-1892
1892,19,1.75,19,01-01-1892
1892,2a,1.75,2,01-01-1892
1892,2b,2.37,2,01-01-1892
1892,3,0.66,3,01-01-1892
1892,4,0.69,4,01-01-1892
1892,5a,0.72,5,01-01-1892
1892,5b,0.75,5,01-01-1892
1892,6a,1.54,6,01-01-1892
1892,6b,1.63,6,01-01-1892
1892,7a,2.32,7,01-01-1892
1892,7b,2.21,7,01-01-1892
1892,8a,2.74,8,01-01-1892
1892,8b,2.65,8,01-01-1892
1892,9a,1.8,9,01-01-1892
1892,9b-1,0.75,9,01-01-1892
1892,9b-2,1.14,9,01-01-1892
1893,10a,0.56,10,01-01-1893
1893,10b-1,0.62,10,01-01-1893
1893,10b-2,0.68,10,01-01-1893
1893,11a,0.54,11,01-01-1893
1893,11b,0.52,11,01-01-1893
1893,12a,0.72,12,01-01-1893
1893,12b,0.91,12,01-01-1893
1893,13a,1.19,13,01-01-1893
1893,13b,1.21,13,01-01-1893
1893,14a,0.89,14,01-01-1893
1893,14b,0.95,14,01-01-1893
1893,15a,1.41,15,01-01-1893
1893,15b,1.26,15,01-01-1893
1893,16a,1.42,16,01-01-1893
1893,16b,1.4,16,01-01-1893
1893,17a,0.91,17,01-01-1893
1893,17b,0.88,17,01-01-1893
1893,18a,1.49,18,01-01-1893
1893,18b,1.51,18,01-01-1893
1893,19,1.27,19,01-01-1893
1893,2a,1.91,2,01-01-1893
1893,2b,2.52,2,01-01-1893
1893,3,0.72,3,01-01-1893
1893,4,0.85,4,01-01-1893
1893,5a,1,5,01-01-1893
1893,5b,1.05,5,01-01-1893
1893,6a,1.39,6,01-01-1893
1893,6b,1.45,6,01-01-1893
1893,7a,1.49,7,01-01-1893
1893,7b,1.48,7,01-01-1893
1893,8a,1.61,8,01-01-1893
1893,8b,1.55,8,01-01-1893
1893,9a,1.29,9,01-01-1893
1893,9b,0.72,9,01-01-1893
1894,10a,2.07,10,01-01-1894
1894,10b,2.29,10,01-01-1894
1894,11,2.87,11,01-01-1894
1894,12,3.39,12,01-01-1894
1894,13,3.39,13,01-01-1894
1894,14,3.19,14,01-01-1894
1894,15B,2.68,15,01-01-1894
1894,15T,3.19,15,01-01-1894
1894,16B,3.37,16,01-01-1894
1894,16T,3.39,16,01-01-1894
1894,17,2.65,17,01-01-1894
1894,18,1.93,18,01-01-1894
1894,19,2.71,19,01-01-1894
1894,2a,2.65,2,01-01-1894
1894,2b,3.23,2,01-01-1894
1894,3,1.26,3,01-01-1894
1894,4,1.24,4,01-01-1894
1894,5B,1.43,5,01-01-1894
1894,5T,1.68,5,01-01-1894
1894,6B,2.65,6,01-01-1894
